"ID","TIME","MEAN_POWER","MEAN_TWIST","DUST_FACT_A","DUST_FACT_B","DUST_FACT_C","DUST_FACT_D","ECF_A","ECF_B","ECF_C","ECF_D","MIN_T_WIDTH_A","MIN_T_WIDTH_B","MIN_T_WIDTH_C","MIN_T_WIDTH_D","MAX_T_WIDTH_A","MAX_T_WIDTH_B","MAX_T_WIDTH_C","MAX_T_WIDTH_D","TOTALIZER_1","TOTALIZER_2","TOTALIZER_3","TOTALIZER_4","TOTALIZER_5","TOTALIZER_6","TOTALIZER_7","TOTALIZER_8","TOTALIZER_9","MEAN_ORBIT_OFFS_W1","MEAN_ORBIT_OFFS_W2","ORBIT_OFFS_PP_W1","ORBIT_OFFS_PP_W2","ORBIT_WARNING","BUZZER_OVERRIDE_FLAG","STRESS_AMP_CNTR","STRESS_CUSTOM_LIM_CNTR1","STRESS_CUSTOM_LIM_CNTR2"
"843","2023-10-29 00:27:01","6163.3276367","0.0692475289","0.0547864027","-0.021615047","-0.030386301","-0.045929577","0","0","0","0","0.37649697065","0.37414720654","0.38858669996","0.38070774078","0.41348725557","0.40894898772","0.40954917669","0.40155446529","191888.01562","191.88801575","119817","491.68963623","191.88801575","119817","34.682022095","0","0","0.4393885731697083","0.154213547706604","0.35376486182213","0.31839480996132","0","2","0","0","0"
"844","2023-10-29 00:32:01","6411.1367188","0.0722698495","0.0562645011","-0.023239287","-0.03312571","-0.045834731","0","0","0","0","0.37645947933","0.37398207188","0.38867041469","0.38083299994","0.4138417244","0.40888163447","0.40918013453","0.40182411671","192402.1875","192.4021759","120199","493.25723267","192.4021759","120199","35.196609497","0","0","0.4359127283096313","0.2513692677021027","0.35261231660843","0.33922064304352","0","2","0","0","0"
"845","2023-10-29 00:37:01","6162.0673828","0.0687118396","0.0567619875","-0.023416139","-0.03129749","-0.044733323","0","0","0","0","0.37627604604","0.37367597222","0.38858869672","0.38106220961","0.41379404068","0.4096390605","0.4086265564","0.40113529563","192914.32812","192.91433716","120581","494.8248291","192.91433716","120581","35.70854187","0","0","0.4249059855937958","0.1412878632545471","0.33223596215248","0.30648925900459","0","2","0","0","0"
"846","2023-10-29 00:42:01","6168.6586914","0.0680364892","0.0586862639","-0.02233864","-0.029904801","-0.04615492","0","0","0","0","0.37638354301","0.37376263738","0.38886487484","0.38104730844","0.41416624188","0.40909808874","0.40878471732","0.4011760056","193422.32812","193.42233276","120963","496.39242554","193.42233276","120963","36.215511322","0","0","0.429072231054306","0.1837357133626938","0.32858031988144","0.37426257133484","0","2","0","0","0"
"847","2023-10-29 00:47:01","6083.2861328","0.0681816041","0.0589529611","-0.022315688","-0.032502417","-0.043789022","0","0","0","0","0.37657991052","0.37367886305","0.38847053051","0.3807105124","0.4137108922","0.40858846903","0.40968596935","0.40161541104","193931.23438","193.9312439","121345","497.96005249","193.9312439","121345","36.72504425","0","0","0.4366916716098785","0.1319270431995392","0.35612139105797","0.31718811392784","0","2","0","0","0"
"848","2023-10-29 00:52:01","6020.0922852","0.0672962591","0.0595716797","-0.022293681","-0.028999543","-0.044080637","0","0","0","0","0.37657088041","0.37423714995","0.38834753633","0.38092193007","0.41376876831","0.40874296427","0.40976682305","0.40172931552","194438.40625","194.43840027","121727","499.52764893","194.43840027","121727","37.231639862","0","0","0.4313785135746002","0.1519538313150406","0.35344922542572","0.33803138136864","0","2","0","0","0"
"849","2023-10-29 00:57:01","6096.9824219","0.0677910224","0.0599571057","-0.022674883","-0.027812302","-0.045251444","0","0","0","0","0.37641415","0.3736756146","0.38884598017","0.38106063008","0.41423952579","0.40960136056","0.40893465281","0.40111684799","194940.92188","194.94091797","122110","501.09936523","194.94091797","122110","37.734401703","0","0","0.4308628439903259","0.1430186778306961","0.30958959460258","0.33657684922218","0","2","0","0","0"
"850","2023-10-29 01:02:01","6121.8535156","0.067698583","0.0593131855","-0.021362651","-0.032226875","-0.042724725","0","0","0","0","0.3766477704","0.37344121933","0.38847094774","0.38084080815","0.41400799155","0.40952068567","0.40919685364","0.4010835886","195448.29688","195.44830322","122492","502.66696167","195.44830322","122492","38.242366791","0","0","0.4424574375152588","0.1275785118341446","0.33769515156746","0.32559058070183","0","2","0","0","0"
"851","2023-10-29 01:07:01","6066.8779297","0.0679858401","0.0591973253","-0.022401633","-0.031533439","-0.044009414","0","0","0","0","0.37635096908","0.37333595753","0.38876757026","0.38093033433","0.4142100215","0.40928140283","0.40876773","0.40125459433","195978.20312","195.97821045","122874","504.23455811","195.97821045","122874","38.773586273","0","0","0.4433931708335876","0.1167357563972473","0.32277807593346","0.29205021262169","0","2","0","0","0"
"852","2023-10-29 01:12:01","6185.4160156","0.0688789934","0.0590179376","-0.021207718","-0.033331644","-0.04445821","0","0","0","0","0.37647664547","0.37365329266","0.38881781697","0.38103616238","0.41410365701","0.40924754739","0.40888082981","0.40109482408","196473.40625","196.47341919","123256","505.80215454","196.47341919","123256","39.269611359","0","0","0.4328038394451141","0.1542096585035324","0.33924755454063","0.33505892753601","0","2","0","0","0"
"853","2023-10-29 01:17:01","6018.434082","0.0675468147","0.0550744049","-0.017933521","-0.032425251","-0.049704529","0","0","0","0","0.37635603547","0.37364149094","0.38884595037","0.38074570894","0.41406702995","0.40904459357","0.40863317251","0.40109962225","196988.79688","196.98880005","123638","507.36975098","196.98880005","123638","39.783302307","0","0","0.4388643801212311","0.1325927972793579","0.35075849294662","0.32405060529709","0","2","0","0","0"
"854","2023-10-29 01:22:01","6053.3383789","0.0675006732","0.051065769","-0.015902823","-0.021474846","-0.050227389","0","0","0","0","0.37665003538","0.37387168407","0.38876378536","0.38047772646","0.41361016035","0.40876826644","0.40860599279","0.40129312873","197508.65625","197.50865173","124020","508.93737793","197.50865173","124020","40.301002502","0","0","0.4299913346767426","0.1352274566888809","0.32133835554123","0.28574219346046","0","2","0","0","0"
"855","2023-10-29 01:27:01","6040.2885742","0.0669676885","0.050687518","-0.013969366","0.0101358667","-0.041450296","0","0","0","0","0.37622588873","0.37316349149","0.38903459907","0.38108375669","0.41412585974","0.408998698","0.4092490077","0.40097922087","198015.70312","198.01570129","124402","510.50497437","198.01570129","124402","40.806884766","0","0","0.4285244345664978","0.1516514718532562","0.31487634778023","0.3209665119648","0","2","0","0","0"
"856","2023-10-29 01:32:01","6096.4638672","0.0682454035","0.0508127883","-0.011647925","0.023963213","-0.040810727","0","0","0","0","0.37625902891","0.37376308441","0.38936153054","0.38104346395","0.41416850686","0.40900093317","0.40927073359","0.40107345581","198523.78125","198.52377319","124784","512.0725708","198.52377319","124784","41.314315796","0","0","0.423859179019928","0.1767974942922592","0.32198944687843","0.27552327513695","0","2","0","0","0"
"857","2023-10-29 01:37:01","6158.6791992","0.0678274333","0.0510492474","-0.010292828","0.0290379096","-0.042988434","0","0","0","0","0.37660938501","0.37389931083","0.38918301463","0.38064694405","0.41350138187","0.40867373347","0.4091552496","0.40162327886","199031.76562","199.0317688","125166","513.64019775","199.0317688","125166","41.822822571","0","0","0.4329100251197815","0.1424689143896103","0.32598689198494","0.28345468640327","0","2","0","0","0"
"858","2023-10-29 01:42:01","6461.4042969","0.0694845915","0.0542745329","-0.007603823","0.0350446925","-0.046842121","0","0","0","0","0.37651905417","0.3740260303","0.38952949643","0.38104322553","0.41447874904","0.40837490559","0.4089306891","0.40112036467","199542.28125","199.54226685","125548","515.20776367","199.54226685","125548","42.334671021","0","0","0.4365807771682739","0.2520337998867035","0.31716033816338","0.30903491377831","0","2","0","0","0"
"859","2023-10-29 01:47:01","5210.7441406","0.0619215667","0.0541373044","-0.01269154","0.0300658252","-0.043113288","0","0","0","0","0.37739655375","0.37247684598","0.38893401623","0.38029843569","0.41282102466","0.40791022778","0.40992084146","0.4020678103","200031.26562","200.03126526","125913","516.70562744","200.03126526","125913","42.819805145","0","0","0.4280442297458649","0.081879124045372","0.31684136390686","0.30064362287521","0","2","0","0","0"
"860","2023-10-29 01:52:01","5210.7075195","0.0612767376","0.0550036579","-0.011673948","0.026726881","-0.042176276","0","0","0","0","0.37750422955","0.37333002687","0.38898515701","0.3806476891","0.41298940778","0.4072612524","0.40934416652","0.40231245756","200462.375","200.46237183","126273","518.18292236","200.46237183","126273","43.250728607","0","0","0.4276037812232971","0.0915305465459824","0.30570510029793","0.2595471739769","0","2","0","0","0"
"861","2023-10-29 01:57:01","6373.8896484","0.0699369982","0.0565932803","-0.006292137","0.0264060758","-0.041179784","0","0","0","0","0.37644398212","0.37515515089","0.38975957036","0.38127568364","0.41447782516","0.40800654888","0.40904423594","0.40048861504","200944.76562","200.94476318","126647","519.7177124","200.94476318","126647","43.736759186","0","0","0.4385423958301544","0.1490159928798676","0.32665452361107","0.35514697432518","0","2","0","0","0"
"862","2023-10-29 02:02:01","6307.4301758","0.0689353347","0.0639952794","-0.005620606","0.0140435481","-0.036926992","0","0","0","0","0.37689319253","0.37611782551","0.38937935233","0.38125169277","0.41441857815","0.40725579858","0.40916115046","0.40007480979","201469.95312","201.46994019","127033","521.30175781","201.46994019","127033","44.260940552","0","0","0.4407768249511719","0.1148089170455933","0.3168038725853","0.31293976306915","0","2","0","0","0"
"863","2023-10-29 02:07:01","444.78106689","0.004795156","0.0440908335","-0.01691757","-0.014733167","-0.034458958","0","0","0","0","0.37382689118","0.3732329309","0.37722143531","0.37272879481","0.41439038515","0.4145373106","0.41971981525","0.40824073553","201672.76562","201.67277527","127288","522.34814453","201.67277527","127288","44.422199249","0","0","0.2942549884319305","0.0393312647938728","0.15761981904507","0.25192606449127","0","2","0","0","0"
"864","2023-10-29 02:12:01","672.24597168","0.0120435627","0.0378951877","-0.018590786","-0.005087024","-0.043408077","0","0","0","0","0.37317925692","0.37279504538","0.37601527572","0.37142235041","0.41472479701","0.41373044252","0.42043477297","0.40967693925","201722.21875","201.722229","127466","523.07861328","201.722229","127466","44.457523346","0","0","0.2991016209125519","0.0059428680688143","0.16687458753586","0.26813265681267","0","2","0","0","0"
"865","2023-10-29 02:17:01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201738.67188","201.73867798","127529","523.3371582","201.73867798","127529","44.467071533","0","0","0","0","0","0","0","2","0","0","0"
"866","2023-10-29 02:22:01","860.42987061","0.0187518094","0.0438154265","-0.030666171","-0.059799224","-0.050090887","0","0","0","0","0.37143030763","0.37153831124","0.37563580275","0.37119147182","0.4172180891","0.41386768222","0.42294934392","0.40942549706","201769.875","201.7698822","127605","523.64904785","201.7698822","127605","44.499828339","0","0","0.3115083277225494","-0.023563858121634","0.16370393335819","0.32219097018242","0","2","0","0","0"
"867","2023-10-29 02:27:01","896.97381592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201816.84375","201.81684875","127722","524.12915039","201.81684875","127722","44.54429245","0","0","0.3003377318382263","-0.027335369959474","0.16804039478302","0.25930941104889","0","2","0","0","0"
"868","2023-10-29 02:32:01","773.96734619","0.0161837731","0.0616950095","-0.034433659","-0.025113499","-0.045804974","0","0","0","0","0.3716776967","0.37193375826","0.37619796395","0.3718547523","0.41717201471","0.4133310616","0.42278182507","0.40818953514","201886.10938","201.8861084","127900","524.85961914","201.8861084","127900","44.604419708","0","0","0.2854881882667542","-0.018696993589401","0.1671167910099","0.26121506094933","0","2","0","0","0"
"869","2023-10-29 02:37:01","875.00836182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201917.46875","201.91748047","127987","525.21661377","201.91748047","127987","44.633815765","0","0","0.293364942073822","-0.012144248001277","0.16853116452694","0.27169305086136","0","2","0","0","0"
"870","2023-10-29 02:42:01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201985","201.98500061","128158","525.91833496","201.98500061","128158","44.690551758","0","0","0","0","0","0","0","2","0","0","0"
"871","2023-10-29 02:47:01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202031.85938","202.03186035","128281","526.4230957","202.03186035","128281","44.733386993","0","0","0","0","0","0","0","2","0","0","0"
"872","2023-10-29 02:52:01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202031.85938","202.03186035","128281","526.4230957","202.03186035","128281","44.733386993","0","0","0","0","0","0","0","2","0","0","0"
"873","2023-10-29 02:57:01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202031.85938","202.03186035","128281","526.4230957","202.03186035","128281","44.733386993","0","0","0","0","0","0","0","2","0","0","0"
"874","2023-10-29 02:02:01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202031.85938","202.03186035","128281","526.4230957","202.03186035","128281","44.733386993","0","0","0","0","0","0","0","2","0","0","0"
"875","2023-10-29 02:07:01","4690.2553711","0.0619102083","0.0751418993","-0.011311433","0.0050430745","-0.051555444","0","0","0","0","0.3773226738","0.37559536099","0.38746398687","0.37990477681","0.41214957833","0.40510463715","0.41134592891","0.39963001013","202285.375","202.28536987","128489","527.27667236","202.28536987","128489","44.987388611","0","0","0.3890763521194458","0.0492633171379566","0.26837247610092","0.30006420612335","0","2","0","0","0"
"876","2023-10-29 02:12:01","4758.9755859","0.0619244426","0.0812650025","-0.016821939","-0.043123376","-0.05312334","0","0","0","0","0.37725400925","0.37543964386","0.38782715797","0.38072636724","0.41227099299","0.4053504169","0.41003724933","0.4014827311","202694.3125","202.69430542","128819","528.63085938","202.69430542","128819","45.395397186","0","0","0.3971823155879974","0.0565229170024395","0.25145691633224","0.29959952831268","0","2","0","0","0"
"877","2023-10-29 02:17:01","3885.1486816","0.0523016527","0.0838294849","-0.016031852","-0.01160483","-0.041928839","0","0","0","0","0.37768080831","0.37589153647","0.38824379444","0.38071343303","0.41247788072","0.40579602122","0.41055926681","0.40165483952","203061.875","203.06187439","129148","529.98101807","203.06187439","129148","45.758693695","0","0","0.3821294903755188","0.0928869098424911","0.2351146042347","0.24364820122719","0","2","0","0","0"
"878","2023-10-29 02:22:01","5314.8798828","0.0625931919","0.0840916634","-0.017602481","0.0189083759","-0.051118262","0","0","0","0","0.37731578946","0.37561547756","0.38829860091","0.38068327308","0.41240572929","0.40562969446","0.41091579199","0.40102830529","203392.625","203.39263916","129478","531.33520508","203.39263916","129478","46.092521667","0","0","0.3884368240833282","0.2328251004219055","0.27877879142761","0.3073852956295","0","2","0","0","0"
"879","2023-10-29 02:27:01","4191.7158203","0.0510523394","0.0854929313","-0.016105549","0.0211285558","-0.040193271","0","0","0","0","0.37835654616","0.37511244416","0.38869956136","0.38089948893","0.41216120124","0.40647208691","0.41102007031","0.39938825369","203752.875","203.75288391","129808","532.68939209","203.75288391","129808","46.44865036","0","0","0.3964237570762634","0.0673048049211502","0.23654815554619","0.21901774406433","0","2","0","0","0"
"880","2023-10-29 02:32:01","4019.8186035","0.0522512496","0.0859907717","-0.01698917","-0.002236572","-0.04043626","0","0","0","0","0.37704631686","0.37538895011","0.38789087534","0.38084501028","0.41237732768","0.40548083186","0.41074231267","0.39968466759","204103.79688","204.10380554","130138","534.04364014","204.10380554","130138","46.798946381","0","0","0.4033282399177551","0.0649799406528473","0.24795857071877","0.23443022370338","0","2","0","0","0"
"881","2023-10-29 02:37:01","4036.9174805","0.05213717","0.0867444724","-0.019632986","-0.015953116","-0.035547089","0","0","0","0","0.37729033828","0.37521868944","0.38825839758","0.38117262721","0.41236266494","0.40557569265","0.41033491492","0.40106058121","204455.21875","204.45523071","130468","535.39782715","204.45523071","130468","47.151561737","0","0","0.4001073241233826","0.1203553602099419","0.24367062747478","0.23548468947411","0","2","0","0","0"
"882","2023-10-29 02:42:01","6099.4316406","0.0716679916","0.0899399519","-0.018075591","-0.003707031","-0.040710013","0","0","0","0","0.37744936347","0.37360960245","0.38807159662","0.38065826893","0.41248983145","0.40830340981","0.40963992476","0.4036026895","204715.4375","204.71543884","130749","536.55096436","204.71543884","130749","47.41501236","0","0","0.4289460480213165","0.0873118191957474","0.30595421791077","0.30368986725807","0","2","0","0","0"
"883","2023-10-29 02:47:01","6131.9516602","0.0693393499","0.091610536","-0.013960337","-0.01483942","-0.029328231","0","0","0","0","0.37732502818","0.37509477139","0.38861462474","0.38058915734","0.41372084618","0.40724495053","0.40842095017","0.40192469954","205225.10938","205.22509766","131122","538.08166504","205.22509766","131122","47.924396515","0","0","0.4057755172252655","0.1553220152854919","0.29927042126656","0.32136750221252","0","2","0","0","0"
"884","2023-10-29 02:52:01","6090.2998047","0.0677875653","0.0911727622","-0.014421018","-0.028102655","-0.029139441","0","0","0","0","0.37731963396","0.3751039207","0.38860553503","0.38058450818","0.41359484196","0.4069288969","0.4081133604","0.40214297175","205730.76562","205.73077393","131500","539.6328125","205.73077393","131500","48.429229736","0","0","0.4466196894645691","0.1051873713731766","0.30166554450989","0.29430267214775","0","2","0","0","0"
"885","2023-10-29 02:57:01","5054.1147461","0.0600764751","0.0880273953","-0.016851999","-0.031590804","-0.031506065","0","0","0","0","0.37819710374","0.37429171801","0.38798689842","0.38048052788","0.41355702281","0.40815970302","0.40797188878","0.4031894803","206201.40625","206.20140076","131875","541.17169189","206.20140076","131875","48.895549774","0","0","0.4201767146587372","0.1619574129581451","0.26942491531372","0.29653632640839","0","2","0","0","0"
"886","2023-10-29 03:01:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206234.92188","206.23492432","131940","541.43841553","206.23492432","131940","0","0","0","0","0","0","0","0","2","0","0","0"
"887","2023-10-29 03:06:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206234.92188","206.23492432","131940","541.43841553","206.23492432","131940","0","0","0","0","0","0","0","0","2","0","0","0"
"888","2023-10-29 03:11:59","967.56964111","0.0220967345","0.0690335259","-0.021630127","-0.01693444","-0.043556649","0","0","0","0","0.37170615792","0.37085032463","0.37562966347","0.37072056532","0.41766551137","0.41434544325","0.42532858253","0.40981090069","206288.67188","206.28866577","132051","541.89398193","206.28866577","132051","0.048596248","0","0","0.287482351064682","-0.046833042055368","0.182985663414","0.28191068768501","0","2","0","0","0"
"889","2023-10-29 03:16:59","3277.1669922","0.0489257798","0.0790774524","-0.016831959","0.0095747607","-0.042186543","0","0","0","0","0.37709465623","0.37495803833","0.3885217607","0.37966185808","0.41296392679","0.40638068318","0.41037198901","0.40055727959","206461.4375","206.46144104","132277","542.82141113","206.46144104","132277","0.2177535444","0","0","0.3658585548400879","-0.002694712951779","0.26639914512634","0.29253679513931","0","2","0","0","0"
"890","2023-10-29 03:21:59","5561.2666016","0.0649439618","0.0888193324","-0.009647173","0.024992412","-0.03676163","0","0","0","0","0.37847679853","0.37479540706","0.38849052787","0.38095095754","0.41348579526","0.40677076578","0.40975102782","0.39859548211","206902.92188","206.90292358","132621","544.23303223","206.90292358","132621","0.6461600065","0","0","0.3902295529842377","0.0754524767398834","0.27795422077179","0.28395053744316","0","2","0","0","0"
"891","2023-10-29 03:26:59","6928.6430664","0.0751926526","0.0931770578","-0.008014183","0.0363837406","-0.038139202","0","0","0","0","0.37764543295","0.37446540594","0.38899767399","0.38074472547","0.41562560201","0.40805074573","0.40910980105","0.40026366711","207453.20312","207.45320129","133003","545.80065918","207.45320129","133003","1.1987611055","0","0","0.4117413759231567","0.178884357213974","0.31306651234627","0.32287761569023","0","2","0","0","0"
"892","2023-10-29 03:31:59","7546.0585938","0.0792552531","0.0902607888","-0.00847766","0.0406876244","-0.037115987","0","0","0","0","0.37686216831","0.37567162514","0.38839685917","0.38163480163","0.41561114788","0.40734615922","0.40939459205","0.4012478888","208061.01562","208.0610199","133407","547.45855713","208.0610199","133407","1.8055349588","0","0","0.4178842604160309","0.1814120262861252","0.29955548048019","0.33577013015747","0","2","0","0","0"
"893","2023-10-29 03:36:59","8049.8383789","0.0818087682","0.0884971172","-0.004303255","0.0315491632","-0.034319673","0","0","0","0","0.37664249539","0.3766951561","0.38796293736","0.38169792295","0.41689985991","0.40645489097","0.40990623832","0.40063765645","208708.54688","208.70855713","133824","549.16973877","208.70855713","133824","2.4539372921","0","0","0.4173181056976318","0.1749967038631439","0.32970887422562","0.2770217359066","0","2","0","0","0"
"894","2023-10-29 03:41:59","8253.3554688","0.0814520121","0.0862857327","0.0033144595","0.0030583679","-0.016849862","0","0","0","0","0.37571546435","0.37614440918","0.38308405876","0.37770459056","0.41602385044","0.40754884481","0.41073924303","0.40161749721","209400.90625","209.40089417","134253","550.93023682","209.40089417","134253","3.1454393864","0","0","0.4312721192836761","0.1501176357269287","0.31971025466919","0.29660618305206","0","2","0","0","0"
"895","2023-10-29 03:46:59","9493.8046875","0.0905518681","0.0858634412","0.0081014056","-0.014547002","-0.02027549","0","0","0","0","0.37641349435","0.37609148026","0.38730451465","0.37980189919","0.41604703665","0.40769198537","0.40906393528","0.40206986666","210132.28125","210.13227844","134692","552.73175049","210.13227844","134692","3.8764417171","0","0","0.4387889206409454","0.2105961441993713","0.39766132831573","0.32468041777611","0","2","0","0","0"
"896","2023-10-29 03:51:59","9925.6601562","0.0935109034","0.0803489462","0.0063281902","-0.010918534","-0.021296192","0","0","0","0","0.37598714232","0.37602397799","0.38723188639","0.38004997373","0.41666546464","0.40655723214","0.40974923968","0.40228417516","210934.09375","210.93409729","135140","554.57019043","210.93409729","135140","4.6805486679","0","0","0.4486414194107056","0.2157264202833176","0.45306813716888","0.40102523565292","0","2","0","0","0"
"897","2023-10-29 03:56:59","10400.097656","0.0934337229","0.0735876933","0.0039493055","-6.628823e-4","-0.026141174","0","0","0","0","0.37594696879","0.3762562573","0.38791334629","0.38032007217","0.4161696136","0.405952245","0.4096057713","0.40228950977","211734.78125","211.73478699","135592","556.42504883","211.73478699","135592","5.4793496132","0","0","0.4442639648914337","0.3059782981872559","0.38587859272957","0.2960110604763","0","2","0","0","0"
"898","2023-10-29 04:01:59","8749.5605469","0.0833995715","0.070831798","0.0068283458","0.0302879196","-0.018851519","0","0","0","0","0.37597927451","0.37690457702","0.387465626","0.38045302033","0.4164377749","0.40660366416","0.41044858098","0.40099459887","212527.95312","212.52793884","136044","558.27990723","212.52793884","136044","6.2712883949","0","0","0.4500859975814819","0.1374738961458206","0.38566800951958","0.31337130069733","0","2","0","0","0"
"899","2023-10-29 04:06:59","9936.8408203","0.091523543","0.0684785694","0.0056381682","0.0466390476","-0.017229456","0","0","0","0","0.37561282516","0.37636485696","0.38815462589","0.38028854132","0.41631525755","0.40584290028","0.41031676531","0.40208947659","213337.75","213.3377533","136495","560.13067627","213.3377533","136495","7.076540947","0","0","0.4549941420555115","0.203925222158432","0.4055552482605","0.31376057863235","0","2","0","0","0"
"900","2023-10-29 04:11:59","11016.147461","0.1042661965","0.0688732192","0.0044715828","0.0477436185","-0.019717494","0","0","0","0","0.37539082766","0.3759316802","0.38754674792","0.37962654233","0.41575959325","0.40675956011","0.41193628311","0.40217506886","214201.07812","214.20108032","136947","561.98553467","214.20108032","136947","7.9367084503","0","0","0.4542576968669891","0.3827511966228485","0.46191418170929","0.38261565566063","0","2","0","0","0"
"901","2023-10-29 04:16:59","8875.1972656","0.0854474604","0.0687395558","0.0064625181","0.0456625596","-0.010583844","0","0","0","0","0.37597995996","0.37626060843","0.38766914606","0.38031855226","0.4164506197","0.40689453483","0.41063949466","0.40146163106","215026.60938","215.02661133","137399","563.84039307","215.02661133","137399","8.7633180618","0","0","0.442317396402359","0.1946151703596115","0.38164034485817","0.31662753224373","0","2","0","0","0"
"902","2023-10-29 04:21:59","9386.625","0.088934131","0.0687060952","0.0047856262","0.0487576313","-0.014123634","0","0","0","0","0.37593436241","0.37605682015","0.38797837496","0.38051241636","0.41657486558","0.40634560585","0.41018897295","0.40213176608","215831.78125","215.83178711","137851","565.69525146","215.83178711","137851","9.5686006546","0","0","0.4543889164924622","0.2107269614934921","0.42409607768059","0.33066442608833","0","2","0","0","0"
"903","2023-10-29 04:26:59","9896.2998047","0.0930871144","0.0694157705","0.0046761399","0.049180273","-0.018310539","0","0","0","0","0.37561365962","0.375787884","0.38776323199","0.3803524971","0.41653555632","0.40684351325","0.41024282575","0.40252506733","216616.23438","216.6162262","138302","567.54602051","216.6162262","138302","10.349319458","0","0","0.4563423097133636","0.2504511475563049","0.43331694602966","0.33701354265213","0","2","0","0","0"
"904","2023-10-29 04:31:59","9895.0224609","0.0930028781","0.0700304657","0.0053282473","0.0488674678","-0.017793631","0","0","0","0","0.37577095628","0.37657648325","0.38777545094","0.38028860092","0.41637206078","0.40666094422","0.40996292233","0.40221917629","217415.92188","217.41592407","138754","569.40087891","217.41592407","138754","11.147610664","0","0","0.4577527046203613","0.2330385893583298","0.4276539683342","0.3396959900856","0","2","0","0","0"
"905","2023-10-29 04:36:59","9996.8662109","0.0950747728","0.0728148669","0.0055234469","0.0495192371","-0.02015873","0","0","0","0","0.37592664361","0.37618097663","0.38795688748","0.38003998995","0.41638800502","0.40674126148","0.41057837009","0.40237784386","218271.95312","218.27194214","139205","571.25164795","218.27194214","139205","11.999950409","0","0","0.4503185153007507","0.2649235427379608","0.4109111726284","0.29972207546234","0","2","0","0","0"
"906","2023-10-29 04:41:59","8115.2348633","0.0886127129","0.067252025","0.0017001431","0.0402463078","-0.031127764","0","0","0","0","0.37644714117","0.3776126802","0.38734003901","0.38093328476","0.41606640816","0.40602988005","0.41023054719","0.40061715245","219067.0625","219.06706238","139655","573.0982666","219.06706238","139655","12.794116974","0","0","0.4425806403160095","0.091859482228756","0.2952978014946","0.32714855670929","0","2","0","0","0"
"907","2023-10-29 04:46:59","11334.748047","0.1122785956","0.0741337091","0.0079200985","0.0466562957","-0.027210487","0","0","0","0","0.37563228607","0.37521722913","0.38771924376","0.38002464175","0.41564774513","0.4068518877","0.4114370048","0.40141072869","219973.10938","219.97311401","140086","574.86694336","219.97311401","140086","13.703043938","0","0","0.4743168652057648","0.1711376458406448","0.42428064346313","0.37615531682968","0","2","0","0","0"
"908","2023-10-29 04:51:59","10363.782227","0.0995993838","0.0763769969","0.0062432275","0.046028059","-0.022086602","0","0","0","0","0.37565770745","0.37622061372","0.38757795095","0.37998008728","0.4158809185","0.40679377317","0.4110096395","0.40229445696","220874.39062","220.87438965","140532","576.69720459","220.87438965","140532","14.605466843","0","0","0.46260005235672","0.2418449074029922","0.44258931279182","0.35057884454727","0","2","0","0","0"
"909","2023-10-29 04:56:59","9728.90625","0.0925817713","0.0761256441","0.0061311652","0.0434582904","-0.021773292","0","0","0","0","0.37577259541","0.3760509491","0.38802593946","0.380625844","0.41651701927","0.40668746829","0.41023686528","0.40218678117","221710.04688","221.71005249","140984","578.55206299","221.71005249","140984","15.437793732","0","0","0.4526010155677795","0.2259149849414825","0.40739163756371","0.37581759691238","0","2","0","0","0"
"910","2023-10-29 05:01:59","9625.4960938","0.0906886011","0.0784017369","0.0060079414","0.0440829545","-0.019354159","0","0","0","0","0.37589046359","0.3756172359","0.38786831498","0.38026192784","0.4165956378","0.40718600154","0.40990239382","0.40222525597","222509.76562","222.50976562","141436","580.40692139","222.50976562","141436","16.238389969","0","0","0.462145984172821","0.2160844206809998","0.42432394623756","0.3199197947979","0","2","0","0","0"
"911","2023-10-29 05:06:59","9361.0966797","0.0888995603","0.077977784","0.0061154664","0.0417687148","-0.021596337","0","0","0","0","0.376185745","0.37650582194","0.38773098588","0.37985497713","0.41587913036","0.40712812543","0.40919992328","0.40242192149","223311.29688","223.31129456","141887","582.25769043","223.31129456","141887","17.038082123","0","0","0.456596314907074","0.2090503573417664","0.39199164509773","0.28751599788666","0","2","0","0","0"
"912","2023-10-29 05:11:59","7771.1220703","0.0779243186","0.074715361","0.0051081311","0.0352919586","-0.024791313","0","0","0","0","0.37636700273","0.37686011195","0.3872256577","0.38174045086","0.41626608372","0.40686705709","0.4100998342","0.39980641007","224021.60938","224.0216217","142323","584.046875","224.0216217","142323","17.750507355","0","0","0.4458423554897308","0.1917571574449539","0.31134569644928","0.30740839242935","0","2","0","0","0"
